번호,시도명,대학교명,장학금유형구분명,장학금액
1698,서울특별시,숭실대학교,교내-성적우수장학금,106700000
1699,서울특별시,숭실대학교,교내-저소득장학금,93076000
1700,서울특별시,숭실대학교,교외-사설 및 기타,43078700
1701,서울특별시,숭실대학교,교외-지방자치단체,24000000
1702,전라북도,전주대학교,교내-교직원장학금,1152000
1703,전라북도,전주대학교,교내-기타장학금,456085780
1704,전라북도,전주대학교,교내-성적우수장학금,497171580
1705,경기도,아신대학교,교내-교직원장학금,1387000
1706,경기도,아신대학교,교내-근로장학금,58440600
1707,경기도,아신대학교,교내-기타장학금,454423000
1708,경기도,아신대학교,교내-성적우수장학금,100928000
1709,경기도,아신대학교,교내-저소득장학금,12500000
1710,경기도,아신대학교,교외-사설 및 기타,248307180
1711,서울특별시,연세대학교,교내-교직원장학금,267717600
1712,서울특별시,연세대학교,교내-근로장학금,232631380
1713,서울특별시,연세대학교,교내-기타장학금,2208137828
1714,서울특별시,연세대학교,교내-성적우수장학금,1075256920
1715,서울특별시,연세대학교,교내-저소득장학금,523912780
1716,서울특별시,연세대학교,교외-국가,1300000
1717,서울특별시,연세대학교,교외-사설 및 기타,14000000
1718,경상북도,대구대학교,교내-교직원장학금,6343500
1719,경상북도,대구대학교,교내-근로장학금,352086420
1720,경상북도,대구대학교,교내-기타장학금,475427300
1721,경상북도,대구대학교,교내-성적우수장학금,130635270
1722,경상북도,대구대학교,교내-저소득장학금,4000000
1723,경상북도,영남대학교,교내-교직원장학금,75683000
1724,경상북도,영남대학교,교내-근로장학금,72009100
1725,경상북도,영남대학교,교내-기타장학금,1409285000
1726,경상북도,영남대학교,교외-지방자치단체,1032031200
1727,전라북도,우석대학교,교내-교직원장학금,867000
1728,전라북도,우석대학교,교내-근로장학금,3250000
1729,전라북도,우석대학교,교내-기타장학금,595739600
1730,전라북도,우석대학교,교내-성적우수장학금,5537900
1731,경기도,안양대학교,교내-교직원장학금,16678200
1732,경기도,안양대학교,교내-근로장학금,17105000
1733,경기도,안양대학교,교내-기타장학금,894440100
1734,경기도,안양대학교,교내-성적우수장학금,27000000
1735,경기도,안양대학교,교내-저소득장학금,7500000
1736,경기도,안양대학교,교외-국가,82106000
1737,경기도,안양대학교,교외-사설 및 기타,54000000
1738,울산광역시,울산대학교,교내-교직원장학금,11509400
1739,울산광역시,울산대학교,교내-기타장학금,626661700
1740,울산광역시,울산대학교,교내-성적우수장학금,147683800
1741,경기도,차의과학대학교,교외-사설 및 기타,214679000
1742,서울특별시,성균관대학교,교내-교직원장학금,68892000
1743,서울특별시,성균관대학교,교내-근로장학금,17165000
1744,서울특별시,성균관대학교,교내-기타장학금,936194700
1745,서울특별시,성균관대학교,교내-성적우수장학금,898905973
1746,서울특별시,성균관대학교,교외-국가,17247600
1747,서울특별시,성균관대학교,교외-사설 및 기타,271500000
1748,서울특별시,성신여자대학교,교내-교직원장학금,4160000
1749,서울특별시,성신여자대학교,교내-근로장학금,140230298
1750,서울특별시,성신여자대학교,교내-기타장학금,191142000
1751,서울특별시,성신여자대학교,교내-성적우수장학금,77000000
1752,경상남도,영산대학교,교내-교직원장학금,13021000
1753,경상남도,영산대학교,교내-기타장학금,214526800
1754,경상남도,영산대학교,교내-성적우수장학금,48115850
1755,광주광역시,호남대학교,교내-교직원장학금,52714000
1756,광주광역시,호남대학교,교내-기타장학금,1060715000
1757,광주광역시,호남대학교,교외-국가,8618000
1758,광주광역시,호남대학교,교외-지방자치단체,14658000
1759,부산광역시,부산외국어대학교,교내-교직원장학금,87425000
1760,부산광역시,부산외국어대학교,교내-근로장학금,18994000
1761,부산광역시,부산외국어대학교,교내-기타장학금,672903000
1762,부산광역시,부산외국어대학교,교내-성적우수장학금,89893000
1763,부산광역시,부산외국어대학교,교외-국가,65607800
1764,광주광역시,광주여자대학교,교내-교직원장학금,5190000
1765,광주광역시,광주여자대학교,교내-근로장학금,7500000
1766,광주광역시,광주여자대학교,교내-기타장학금,199591000
1767,광주광역시,광주여자대학교,교내-저소득장학금,49281000
1768,광주광역시,광주여자대학교,교외-사설 및 기타,1500000
1769,서울특별시,숙명여자대학교,교내-교직원장학금,8758000
1770,서울특별시,숙명여자대학교,교내-기타장학금,1350436210
1771,서울특별시,숙명여자대학교,교내-성적우수장학금,633077600
1772,서울특별시,숙명여자대학교,교외-국가,34666664
1773,서울특별시,숙명여자대학교,교외-사설 및 기타,2860000
1774,서울특별시,숙명여자대학교,교외-지방자치단체,10500000
1775,경기도,한세대학교,교내-근로장학금,149069350
1776,경기도,한세대학교,교내-기타장학금,552182000
1777,경기도,한세대학교,교내-성적우수장학금,13961000
1778,경기도,한세대학교,교내-저소득장학금,13100000
1779,경기도,한세대학교,교외-사설 및 기타,35500000
1780,서울특별시,숭실대학교,교내-교직원장학금,31130000
1781,서울특별시,숭실대학교,교내-근로장학금,249313638
1782,서울특별시,숭실대학교,교내-기타장학금,3413359800
1783,서울특별시,서강대학교,교내-기타장학금,242679000
1784,서울특별시,서강대학교,교내-성적우수장학금,495200000
1785,서울특별시,서강대학교,교외-국가,95860400
1786,서울특별시,서경대학교,교내-교직원장학금,26120000
1787,서울특별시,서경대학교,교내-근로장학금,57903760
1788,서울특별시,서경대학교,교내-기타장학금,516096000
1789,경기도,서울신학대학교,교내-교직원장학금,8954000
1790,경기도,서울신학대학교,교내-근로장학금,200616640
1791,경기도,서울신학대학교,교내-기타장학금,254317980
1792,경기도,서울신학대학교,교내-성적우수장학금,62500500
1793,경기도,서울신학대학교,교내-저소득장학금,30300000
1794,경기도,서울신학대학교,교외-사설 및 기타,531830000
1795,충청북도,서원대학교,교내-교직원장학금,42528000
1796,충청북도,서원대학교,교내-기타장학금,349583500
1797,충청북도,서원대학교,교내-성적우수장학금,3900000
1798,충청북도,서원대학교,교외-지방자치단체,24703500
1799,경상북도,대구가톨릭대학교,교내-교직원장학금,10246500
1800,경상북도,대구가톨릭대학교,교내-근로장학금,36033000
1801,경상북도,대구가톨릭대학교,교내-기타장학금,993603000
1802,경상북도,대구가톨릭대학교,교내-성적우수장학금,392430600
1803,경상북도,대구가톨릭대학교,교외-국가,95120000
1804,경상북도,대구가톨릭대학교,교외-사설 및 기타,7500000
1805,경상북도,대구가톨릭대학교,교외-지방자치단체,6000000
1806,충청남도,선문대학교,교내-교직원장학금,9160200
1807,충청남도,선문대학교,교내-근로장학금,21008000
1808,충청남도,선문대학교,교내-기타장학금,75105800
1809,충청남도,선문대학교,교내-성적우수장학금,94507900
1810,충청남도,선문대학교,교내-저소득장학금,17347400
1811,경기도,성결대학교,교내-교직원장학금,6260000
1812,경기도,성결대학교,교내-근로장학금,90679680
1813,경기도,성결대학교,교내-기타장학금,1021913000
1814,경기도,성결대학교,교내-성적우수장학금,12120000
1815,경기도,성결대학교,교내-저소득장학금,168080000
1816,경기도,성결대학교,교외-사설 및 기타,7170000
1817,서울특별시,성공회대학교,교내-교직원장학금,6175400
1818,서울특별시,성공회대학교,교내-근로장학금,25570140
1819,서울특별시,성공회대학교,교내-기타장학금,413233727
1820,서울특별시,성공회대학교,교내-저소득장학금,85084340
1821,서울특별시,성공회대학교,교외-사설 및 기타,46000000
1822,서울특별시,성공회대학교,교외-지방자치단체,102180000
1823,경기도,차의과학대학교,교내-교직원장학금,45006000
1824,경기도,차의과학대학교,교내-기타장학금,796352400
1825,강원특별자치도,가톨릭관동대학교,교내-저소득장학금,268473000
1826,강원특별자치도,가톨릭관동대학교,교외-사설 및 기타,800000
1827,경기도,명지대학교,교내-교직원장학금,196928000
1828,경기도,명지대학교,교내-근로장학금,36083000
1829,경기도,명지대학교,교내-기타장학금,2285295100
1830,경기도,명지대학교,교내-저소득장학금,318832700
1831,경기도,명지대학교,교외-사설 및 기타,5000000
1832,부산광역시,신라대학교,교내-교직원장학금,19575600
1833,부산광역시,신라대학교,교내-근로장학금,12163800
1834,부산광역시,신라대학교,교내-기타장학금,533914600
1835,부산광역시,신라대학교,교외-사설 및 기타,3348000
1836,강원특별자치도,한라대학교,교내-교직원장학금,11589200
1837,강원특별자치도,한라대학교,교내-기타장학금,107916600
1838,경기도,칼빈대학교,교내-근로장학금,53535278
