번호,시도명,대학교명,장학금유형구분명,장학금액
1229,전라북도,전주비전대학교,교외-사설 및 기타,105952260
1230,전라북도,전주비전대학교,교외-지방자치단체,2000000
1231,대전광역시,대전과학기술대학교,교내-교직원장학금,13313000
1232,대전광역시,대전과학기술대학교,교내-근로장학금,71657020
1233,대전광역시,대전과학기술대학교,교내-기타장학금,2425714930
1234,대전광역시,대전과학기술대학교,교내-성적우수장학금,297441670
1235,경기도,한국관광대학교,교외-국가,4553145218
1236,경기도,한국관광대학교,교외-사설 및 기타,14217220
1237,경기도,한국관광대학교,교외-지방자치단체,2100600
1238,대구광역시,수성대학교,교내-교직원장학금,14650000
1239,대구광역시,수성대학교,교내-근로장학금,91446832
1240,대구광역시,수성대학교,교내-기타장학금,2801134600
1241,대구광역시,수성대학교,교내-성적우수장학금,640511000
1242,대구광역시,수성대학교,교내-저소득장학금,56222000
1243,대구광역시,수성대학교,교외-국가,10839547863
1244,대구광역시,수성대학교,교외-사설 및 기타,73068000
1245,강원특별자치도,세경대학교,교내-교직원장학금,5320250
1246,강원특별자치도,세경대학교,교내-근로장학금,27618460
1247,강원특별자치도,세경대학교,교내-기타장학금,288201100
1248,강원특별자치도,세경대학교,교내-성적우수장학금,76265500
1249,강원특별자치도,세경대학교,교내-저소득장학금,148407880
1250,강원특별자치도,세경대학교,교외-국가,3009944690
1251,강원특별자치도,세경대학교,교외-사설 및 기타,236038000
1252,강원특별자치도,세경대학교,교외-지방자치단체,257405000
1253,전라북도,군산간호대학교,교내-근로장학금,23065001
1254,전라북도,군산간호대학교,교내-기타장학금,330800000
1255,전라북도,군산간호대학교,교내-성적우수장학금,169808334
1256,전라북도,군산간호대학교,교내-재난장학금,1260000
1257,전라북도,군산간호대학교,교내-저소득장학금,325066665
1258,전라북도,군산간호대학교,교외-국가,2881429504
1259,전라북도,군산간호대학교,교외-사설 및 기타,22500000
1260,서울특별시,서일대학교,교내-교직원장학금,20129000
1261,서울특별시,서일대학교,교내-근로장학금,405325813
1262,서울특별시,서일대학교,교내-기타장학금,756849620
1263,서울특별시,서일대학교,교내-성적우수장학금,1828047970
1264,서울특별시,서일대학교,교내-재난장학금,500000
1265,서울특별시,서일대학교,교내-저소득장학금,2071836320
1266,서울특별시,서일대학교,교외-국가,15373378397
1267,서울특별시,서일대학교,교외-사설 및 기타,116743830
1268,서울특별시,서일대학교,교외-지방자치단체,10816400
1269,경기도,용인예술과학대학교,교내-교직원장학금,99709000
1270,경기도,용인예술과학대학교,교내-근로장학금,52214978
1271,경기도,용인예술과학대학교,교내-기타장학금,1146414140
1272,경기도,용인예술과학대학교,교내-성적우수장학금,727710240
1273,경기도,용인예술과학대학교,교내-저소득장학금,123660450
1274,경기도,용인예술과학대학교,교외-국가,7413308002
1275,경기도,용인예술과학대학교,교외-사설 및 기타,44620000
1276,경기도,용인예술과학대학교,교외-지방자치단체,63870710
1277,경기도,수원여자대학교,교내-교직원장학금,23904000
1278,전라북도,전주교육대학교,교내-성적우수장학금,55400000
1279,전라북도,전주교육대학교,교내-저소득장학금,22500000
1280,경상남도,진주교육대학교,교내-교직원장학금,800000
1281,경상남도,진주교육대학교,교내-기타장학금,15000000
1282,경상남도,진주교육대학교,교내-성적우수장학금,112518000
1283,경상남도,진주교육대학교,교내-저소득장학금,1997000
1284,충청북도,청주교육대학교,교내-기타장학금,147866000
1285,충청북도,청주교육대학교,교외-사설 및 기타,1500000
1286,강원특별자치도,춘천교육대학교,교내-기타장학금,27648000
1287,강원특별자치도,춘천교육대학교,교내-성적우수장학금,81433000
1288,강원특별자치도,춘천교육대학교,교내-저소득장학금,17280000
1289,서울특별시,한국방송통신대학교,교내-기타장학금,52552000
1290,서울특별시,한국방송통신대학교,교내-성적우수장학금,299589000
1291,서울특별시,한국방송통신대학교,교내-저소득장학금,70967000
1292,울산광역시,울산과학기술원,교내-성적우수장학금,181160000
1293,울산광역시,울산과학기술원,교외-사설 및 기타,1000000
1294,광주광역시,송원대학교,교내-교직원장학금,1540000
1295,광주광역시,송원대학교,교내-기타장학금,355755000
1296,충청남도,남서울대학교,교내-교직원장학금,20475000
1297,충청남도,남서울대학교,교내-기타장학금,227682500
1298,충청남도,남서울대학교,교내-성적우수장학금,227237500
1299,충청남도,남서울대학교,교외-사설 및 기타,6150000
1300,대전광역시,한밭대학교,교내-기타장학금,8400000
1301,대전광역시,한밭대학교,교내-성적우수장학금,53731650
1302,대전광역시,한밭대학교,교외-사설 및 기타,37600000
1303,경상북도,경운대학교,교내-교직원장학금,6252000
1304,경상북도,경운대학교,교내-기타장학금,188648000
1305,경상북도,경운대학교,교내-저소득장학금,3126000
1306,경기도,한국공학대학교,교내-교직원장학금,14992000
1307,경기도,한국공학대학교,교내-근로장학금,2290000
1308,경기도,한국공학대학교,교내-기타장학금,205573260
1309,경기도,한국공학대학교,교외-사설 및 기타,3600000
1310,서울특별시,서울과학기술대학교,교내-근로장학금,15657000
1311,서울특별시,서울과학기술대학교,교내-기타장학금,5000000
1312,서울특별시,서울과학기술대학교,교내-성적우수장학금,125000000
1313,서울특별시,서울과학기술대학교,교내-저소득장학금,1377900
1314,서울특별시,서울과학기술대학교,교외-국가,454660
1315,서울특별시,서울과학기술대학교,교외-사설 및 기타,13667630
1316,경기도,한경대학교,교내-기타장학금,2000000
1317,경기도,한경대학교,교내-저소득장학금,35848300
1318,전라남도,초당대학교,교내-교직원장학금,3212100
1319,전라남도,초당대학교,교내-기타장학금,200285200
1320,충청북도,충북대학교,교내-저소득장학금,900000
1321,충청북도,충북대학교,교외-국가,99940000
1322,충청북도,한국교원대학교,교내-기타장학금,7302000
1323,충청북도,한국교원대학교,교내-성적우수장학금,114000000
1324,충청북도,한국교원대학교,교외-지방자치단체,576566000
1325,서울특별시,한국체육대학교,교내-근로장학금,60708000
1326,서울특별시,한국체육대학교,교내-기타장학금,4275000
1327,서울특별시,한국체육대학교,교내-성적우수장학금,52280000
1328,서울특별시,한국체육대학교,교내-저소득장학금,40223000
1329,부산광역시,한국해양대학교,교내-근로장학금,6155520
1330,부산광역시,한국해양대학교,교내-기타장학금,7000000
1331,부산광역시,한국해양대학교,교내-성적우수장학금,72180700
1332,부산광역시,한국해양대학교,교외-사설 및 기타,5000000
1333,부산광역시,한국해양대학교,교외-지방자치단체,18000000
1334,경상남도,경남과학기술대학교,교내-기타장학금,10878000
1335,경상남도,경남과학기술대학교,교내-성적우수장학금,21562000
1336,충청북도,한국교통대학교,교내-근로장학금,9600000
1337,충청북도,한국교통대학교,교내-기타장학금,11112600
1338,충청북도,한국교통대학교,교내-성적우수장학금,113328080
1339,충청북도,한국교통대학교,교내-저소득장학금,10558200
1340,서울특별시,서울시립대학교,교내-근로장학금,19060000
1341,서울특별시,서울시립대학교,교내-기타장학금,201138500
1342,서울특별시,서울시립대학교,교내-성적우수장학금,354896850
1343,서울특별시,서울시립대학교,교외-국가,5200000
1344,서울특별시,서울시립대학교,교외-사설 및 기타,1460280369
1345,서울특별시,서울시립대학교,교외-지방자치단체,183327000
1346,인천광역시,인천대학교,교내-기타장학금,557682320
1347,인천광역시,인천대학교,교내-성적우수장학금,169094600
1348,인천광역시,인천대학교,교외-사설 및 기타,9000000
1349,충청남도,공주교육대학교,교내-기타장학금,53160000
1350,충청남도,공주교육대학교,교내-성적우수장학금,89972000
1351,광주광역시,광주교육대학교,교내-교직원장학금,2700000
1352,광주광역시,광주교육대학교,교내-기타장학금,180144000
1353,광주광역시,광주교육대학교,교내-저소득장학금,4677000
1354,광주광역시,광주교육대학교,교외-국가,231892000
1355,대구광역시,대구교육대학교,교내-기타장학금,82476000
1356,대구광역시,대구교육대학교,교내-성적우수장학금,375900000
1357,대구광역시,대구교육대학교,교내-저소득장학금,46000000
1358,부산광역시,부산교육대학교,교내-기타장학금,74160000
1359,부산광역시,부산교육대학교,교내-성적우수장학금,157914000
1360,부산광역시,부산교육대학교,교내-저소득장학금,33900000
1361,전라북도,전주교육대학교,교내-기타장학금,4000000
1362,부산광역시,부산대학교,교내-기타장학금,8300000
1363,부산광역시,부산대학교,교내-성적우수장학금,969158500
1364,부산광역시,부산대학교,교외-국가,145445650
1365,부산광역시,부산대학교,교외-사설 및 기타,11387000
1366,부산광역시,부산대학교,교외-지방자치단체,23295000
1367,전라남도,순천대학교,교내-근로장학금,9661480
1368,전라남도,순천대학교,교내-기타장학금,19364530
1369,전라남도,순천대학교,교내-성적우수장학금,96717500
1370,전라남도,순천대학교,교내-저소득장학금,2613500
1371,전라남도,순천대학교,교외-국가,1200000
1372,전라남도,순천대학교,교외-지방자치단체,77860000
1373,경상북도,안동대학교,교내-성적우수장학금,66866490
1374,경상북도,안동대학교,교내-저소득장학금,28657270
1375,경상북도,안동대학교,교외-국가,33046300
1376,광주광역시,전남대학교,교내-근로장학금,67600000
1377,광주광역시,전남대학교,교내-기타장학금,7941200
1378,광주광역시,전남대학교,교내-성적우수장학금,273530100
1379,광주광역시,전남대학교,교내-저소득장학금,18209500
1380,광주광역시,전남대학교,교외-국가,14430000
1381,광주광역시,전남대학교,교외-사설 및 기타,2000000
1382,광주광역시,전남대학교,교외-지방자치단체,137374000
1383,전라북도,전북대학교,교내-근로장학금,61217540
1384,전라북도,전북대학교,교내-성적우수장학금,64836250
1385,전라북도,전북대학교,교내-저소득장학금,92869500
1386,전라북도,전북대학교,교외-국가,9335560
1387,전라북도,전북대학교,교외-사설 및 기타,300000
1388,제주특별자치도,제주대학교,교내-근로장학금,46101100
1389,제주특별자치도,제주대학교,교내-기타장학금,30660400
1390,제주특별자치도,제주대학교,교내-성적우수장학금,86050800
1391,제주특별자치도,제주대학교,교내-저소득장학금,62285800
1392,제주특별자치도,제주대학교,교외-국가,1099200
1393,제주특별자치도,제주대학교,교외-지방자치단체,69100000
1394,경상남도,창원대학교,교내-근로장학금,4784720
1395,경상남도,창원대학교,교내-기타장학금,15472350
1396,경상남도,창원대학교,교내-성적우수장학금,251444750
1397,경상남도,창원대학교,교내-저소득장학금,2236500
1398,대전광역시,충남대학교,교내-근로장학금,36055610
1399,대전광역시,충남대학교,교내-기타장학금,53544000
1400,대전광역시,충남대학교,교내-성적우수장학금,271074500
1401,대전광역시,충남대학교,교외-국가,76498790
1402,대전광역시,충남대학교,교외-사설 및 기타,209080000
1403,충청북도,충북대학교,교내-기타장학금,51489000
1404,충청북도,충북대학교,교내-성적우수장학금,271316500
1405,강원특별자치도,강릉원주대학교,교내-기타장학금,2987500
1406,강원특별자치도,강릉원주대학교,교내-성적우수장학금,141899100
1407,강원특별자치도,강릉원주대학교,교외-국가,37948000
1408,강원특별자치도,강원대학교,교내-근로장학금,23322540
1409,강원특별자치도,강원대학교,교내-기타장학금,2000000
1410,강원특별자치도,강원대학교,교내-성적우수장학금,203260300
1411,강원특별자치도,강원대학교,교외-국가,1976000
1412,강원특별자치도,강원대학교,교외-사설 및 기타,5246000
1413,대구광역시,경북대학교,교내-근로장학금,127232440
1414,대구광역시,경북대학교,교내-기타장학금,97402800
1415,대구광역시,경북대학교,교내-성적우수장학금,348827000
1416,대구광역시,경북대학교,교내-저소득장학금,7874000
1417,대구광역시,경북대학교,교외-국가,246012530
1418,대구광역시,경북대학교,교외-사설 및 기타,49584750
1419,경상남도,경상국립대학교,교내-기타장학금,57099610
1420,경상남도,경상국립대학교,교내-성적우수장학금,350668010
1421,경상남도,경상국립대학교,교외-국가,32500000
1422,충청남도,공주대학교,교내-근로장학금,7314000
1423,충청남도,공주대학교,교내-기타장학금,31437000
1424,충청남도,공주대학교,교내-성적우수장학금,478499500
1425,충청남도,공주대학교,교내-저소득장학금,2495000
1426,충청남도,공주대학교,교외-국가,6350000
1427,충청남도,공주대학교,교외-사설 및 기타,4053000
1428,충청남도,공주대학교,교외-지방자치단체,80136500
1429,전라북도,군산대학교,교내-기타장학금,5940000
1430,전라북도,군산대학교,교내-성적우수장학금,58964500
1431,전라북도,군산대학교,교내-저소득장학금,6072000
1432,전라북도,군산대학교,교외-국가,2910000
1433,전라북도,군산대학교,교외-사설 및 기타,1882500
1434,경상북도,금오공과대학교,교내-성적우수장학금,89980250
1435,경상북도,금오공과대학교,교내-저소득장학금,19837000
1436,경상북도,금오공과대학교,교외-사설 및 기타,8000000
1437,전라남도,목포대학교,교내-성적우수장학금,147080500
1438,전라남도,목포대학교,교외-사설 및 기타,10478000
1439,전라남도,목포해양대학교,교내-성적우수장학금,2031000
1440,부산광역시,부경대학교,교내-근로장학금,7200000
1441,부산광역시,부경대학교,교내-기타장학금,26846250
1442,부산광역시,부경대학교,교내-성적우수장학금,246573250
1443,부산광역시,부경대학교,교내-저소득장학금,185283000
1444,부산광역시,부경대학교,교외-국가,385486320
1445,부산광역시,부경대학교,교외-사설 및 기타,2930000
1446,부산광역시,부산대학교,교내-근로장학금,294439800
1447,서울특별시,경희사이버대학교,교내-저소득장학금,18850000
1448,경상북도,대구사이버대학교,교내-기타장학금,23900000
1449,경상북도,대구사이버대학교,교내-성적우수장학금,33100000
1450,경상북도,대구사이버대학교,교내-저소득장학금,5000000
1451,부산광역시,부산디지털대학교,교내-기타장학금,102850000
1452,부산광역시,부산디지털대학교,교내-저소득장학금,3900000
1453,서울특별시,사이버한국외국어대학교,교내-기타장학금,69603332
1454,서울특별시,사이버한국외국어대학교,교내-성적우수장학금,65250000
1455,서울특별시,사이버한국외국어대학교,교내-저소득장학금,11600000
1456,서울특별시,서울사이버대학교,교내-교직원장학금,1400000
1457,서울특별시,서울사이버대학교,교내-기타장학금,264319800
1458,서울특별시,서울사이버대학교,교내-성적우수장학금,52500000
1459,서울특별시,서울사이버대학교,교내-저소득장학금,25433300
1460,서울특별시,서울사이버대학교,교외-사설 및 기타,3200000
1461,서울특별시,세종사이버대학교,교내-교직원장학금,7250000
1462,서울특별시,세종사이버대학교,교내-기타장학금,289931666
1463,서울특별시,세종사이버대학교,교내-성적우수장학금,34510000
1464,서울특별시,세종사이버대학교,교내-저소득장학금,6380000
1465,전라북도,원광디지털대학교,교내-기타장학금,131700000
1466,전라북도,원광디지털대학교,교내-성적우수장학금,14400000
1467,전라북도,원광디지털대학교,교내-저소득장학금,13200000
1468,서울특별시,한양사이버대학교,교내-교직원장학금,8850000
1469,서울특별시,한양사이버대학교,교내-기타장학금,628822510
1470,서울특별시,한양사이버대학교,교내-성적우수장학금,373052080
1471,서울특별시,한양사이버대학교,교내-저소득장학금,54820830
1472,서울특별시,한양사이버대학교,교외-사설 및 기타,5950000
1473,서울특별시,고려사이버대학교,교내-교직원장학금,14850000
1474,서울특별시,고려사이버대학교,교내-기타장학금,91945000
1475,서울특별시,고려사이버대학교,교내-성적우수장학금,33000000
1476,서울특별시,고려사이버대학교,교내-저소득장학금,3300000
1477,충청북도,중원대학교,교내-교직원장학금,16900000
1478,충청북도,중원대학교,교내-기타장학금,208130040
1479,충청북도,중원대학교,교내-성적우수장학금,20670000
1480,서울특별시,서울미디어대학원대학교,교내-교직원장학금,13600000
1481,서울특별시,서울미디어대학원대학교,교내-기타장학금,654500000
1482,서울특별시,서울미디어대학원대학교,교내-성적우수장학금,22000000
1483,서울특별시,서울미디어대학원대학교,교외-사설 및 기타,10000000
1484,경상북도,김천대학교,교내-교직원장학금,1625500
1485,경상북도,김천대학교,교내-기타장학금,140238000
1486,경상북도,김천대학교,교내-성적우수장학금,11703600
1487,강원특별자치도,강릉원주대학교,교내-근로장학금,3600000
1488,서울특별시,홍익대학교,교내-근로장학금,147604340
1489,서울특별시,홍익대학교,교내-기타장학금,191683200
1490,서울특별시,홍익대학교,교내-성적우수장학금,396500000
1491,서울특별시,홍익대학교,교내-저소득장학금,328790220
1492,서울특별시,홍익대학교,교외-국가,1662400
1493,서울특별시,홍익대학교,교외-사설 및 기타,11724000
1494,서울특별시,서울기독대학교,교내-교직원장학금,3248000
1495,서울특별시,서울기독대학교,교내-기타장학금,105870000
1496,서울특별시,서울기독대학교,교내-저소득장학금,51723000
1497,서울특별시,서울기독대학교,교외-사설 및 기타,3100000
1498,경상북도,위덕대학교,교내-교직원장학금,28200000
1499,경상북도,위덕대학교,교내-기타장학금,380430000
1500,경상북도,위덕대학교,교외-사설 및 기타,3600000
1501,광주광역시,남부대학교,교내-교직원장학금,28372000
1502,광주광역시,남부대학교,교내-기타장학금,405648000
1503,광주광역시,남부대학교,교내-성적우수장학금,25447000
1504,광주광역시,남부대학교,교내-저소득장학금,73991000
1505,경상남도,부산장신대학교,교내-근로장학금,9859610
1506,경상남도,부산장신대학교,교내-기타장학금,49978333
1507,경상남도,부산장신대학교,교내-성적우수장학금,48521250
1508,경상남도,부산장신대학교,교내-저소득장학금,12463200
1509,경상남도,부산장신대학교,교외-사설 및 기타,65392000
1510,전라북도,예원예술대학교,교내-교직원장학금,12164000
1511,전라북도,예원예술대학교,교내-근로장학금,4800000
1512,전라북도,예원예술대학교,교내-기타장학금,632811600
1513,서울특별시,서울사회복지대학원대학교,교내-교직원장학금,6270000
1514,서울특별시,서울사회복지대학원대학교,교내-근로장학금,5020000
1515,서울특별시,서울사회복지대학원대학교,교내-기타장학금,245324000
1516,서울특별시,서울사회복지대학원대학교,교내-성적우수장학금,4860000
1517,서울특별시,서울사회복지대학원대학교,교내-저소득장학금,1320000
1518,서울특별시,서울사회복지대학원대학교,교외-지방자치단체,2500000
1519,서울특별시,한림국제대학원대학교,교내-근로장학금,6850000
1520,서울특별시,한림국제대학원대학교,교내-기타장학금,590555000
1521,서울특별시,한림국제대학원대학교,교내-성적우수장학금,5160000
1522,서울특별시,한림국제대학원대학교,교외-사설 및 기타,15450000
1523,서울특별시,한반도국제대학원대학교,교내-기타장학금,14100000
1524,서울특별시,한반도국제대학원대학교,교내-성적우수장학금,3600000
1525,서울특별시,한반도국제대학원대학교,교내-저소득장학금,16200000
1526,서울특별시,한반도국제대학원대학교,교외-사설 및 기타,150900000
1527,서울특별시,경희사이버대학교,교내-기타장학금,199803333
1528,서울특별시,경희사이버대학교,교내-성적우수장학금,80910000
1529,서울특별시,한양대학교,교내-기타장학금,3581959740
1530,서울특별시,한양대학교,교내-저소득장학금,325134391
1531,서울특별시,한양대학교,교외-국가,420000
1532,서울특별시,한양대학교,교외-사설 및 기타,6300000
1533,전라북도,한일장신대학교,교내-교직원장학금,6029500
1534,전라북도,한일장신대학교,교내-근로장학금,2012500
1535,전라북도,한일장신대학교,교내-기타장학금,133948000
1536,전라북도,한일장신대학교,교내-성적우수장학금,35853000
1537,전라북도,한일장신대학교,교내-저소득장학금,13450000
1538,전라북도,한일장신대학교,교외-사설 및 기타,73193000
1539,서울특별시,서울한영대학교,교내-기타장학금,265954400
1540,서울특별시,서울한영대학교,교내-성적우수장학금,15644000
1541,서울특별시,서울한영대학교,교외-사설 및 기타,39403000
1542,충청남도,한서대학교,교내-교직원장학금,12886000
1543,충청남도,한서대학교,교내-근로장학금,2400000
1544,충청남도,한서대학교,교내-기타장학금,94561000
1545,충청남도,한서대학교,교내-저소득장학금,116804000
1546,충청남도,한서대학교,교외-사설 및 기타,1000000
1547,충청남도,한서대학교,교외-지방자치단체,72488000
1548,전라남도,동신대학교,교내-교직원장학금,44214000
1549,전라남도,동신대학교,교내-기타장학금,295479000
1550,전라남도,동신대학교,교내-저소득장학금,101112000
1551,경상북도,한동대학교,교내-근로장학금,30819400
1552,경상북도,한동대학교,교내-기타장학금,73126200
1553,경상북도,한동대학교,교내-성적우수장학금,16360000
1554,경상북도,한동대학교,교내-저소득장학금,220119700
1555,경상북도,한동대학교,교외-국가,518705700
1556,경상북도,한동대학교,교외-사설 및 기타,133975800
1557,경상북도,동양대학교,교내-기타장학금,248775833
1558,충청남도,청운대학교,교내-교직원장학금,22112700
1559,충청남도,청운대학교,교내-근로장학금,35200000
1560,충청남도,청운대학교,교내-기타장학금,474596100
1561,충청남도,청운대학교,교내-성적우수장학금,6696000
1562,대전광역시,대전대학교,교내-기타장학금,595774000
1563,대전광역시,대전대학교,교외-사설 및 기타,4000000
1564,충청남도,호서대학교,교내-교직원장학금,25000000
1565,충청남도,호서대학교,교내-근로장학금,4000000
1566,충청남도,호서대학교,교내-기타장학금,362131000
1567,충청남도,호서대학교,교내-저소득장학금,6100000
1568,충청남도,호서대학교,교외-사설 및 기타,3500000
1569,광주광역시,광주대학교,교내-기타장학금,262742400
1570,광주광역시,광주대학교,교내-저소득장학금,116582400
1571,광주광역시,광주대학교,교외-국가,4686000
1572,경기도,칼빈대학교,교내-저소득장학금,3500000
1573,경기도,칼빈대학교,교외-사설 및 기타,54310000
1574,경기도,평택대학교,교내-교직원장학금,22152000
1575,경기도,평택대학교,교내-기타장학금,345069000
1576,경기도,평택대학교,교내-저소득장학금,201790000
1577,경기도,평택대학교,교외-사설 및 기타,6300000
1578,충청북도,가톨릭꽃동네대학교,교내-기타장학금,119520000
1579,충청북도,가톨릭꽃동네대학교,교외-사설 및 기타,11204000
1580,서울특별시,강서대학교,교내-교직원장학금,30401000
1581,서울특별시,강서대학교,교내-근로장학금,901600
1582,서울특별시,강서대학교,교내-기타장학금,243477000
1583,서울특별시,강서대학교,교내-저소득장학금,14872000
1584,서울특별시,강서대학교,교외-사설 및 기타,2000000
1585,서울특별시,한국성서대학교,교내-교직원장학금,16310000
1586,서울특별시,한국성서대학교,교내-근로장학금,40944040
1587,서울특별시,한국성서대학교,교내-기타장학금,265324000
1588,서울특별시,한국성서대학교,교내-성적우수장학금,17215000
1589,서울특별시,한국성서대학교,교외-국가,6894340
1590,서울특별시,한국성서대학교,교외-사설 및 기타,7100000
1591,충청남도,한국기술교육대학교,교내-교직원장학금,3153000
1592,충청남도,한국기술교육대학교,교내-기타장학금,166141000
1593,충청남도,한국기술교육대학교,교내-저소득장학금,22071000
1594,경상남도,경남대학교,교내-교직원장학금,182950000
1595,경상남도,경남대학교,교내-기타장학금,917180000
1596,경상남도,경남대학교,교내-성적우수장학금,232002800
1597,경상남도,경남대학교,교외-국가,10000
1598,경상남도,경남대학교,교외-사설 및 기타,1000000
1599,부산광역시,경성대학교,교내-근로장학금,23172000
1600,부산광역시,경성대학교,교내-기타장학금,266973000
1601,서울특별시,한성대학교,교내-교직원장학금,3230000
1602,서울특별시,한성대학교,교내-기타장학금,1348393200
1603,서울특별시,한성대학교,교내-성적우수장학금,136514340
1604,서울특별시,한성대학교,교외-사설 및 기타,6401200
1605,경기도,한신대학교,교내-교직원장학금,13368000
1606,경기도,한신대학교,교내-근로장학금,58700000
1607,경기도,한신대학교,교내-기타장학금,542762000
1608,경기도,한신대학교,교내-성적우수장학금,40883000
1609,경기도,한신대학교,교내-저소득장학금,2500000
1610,경기도,한신대학교,교외-국가,8440000
1611,경기도,한신대학교,교외-사설 및 기타,358783700
1612,서울특별시,한양대학교,교내-교직원장학금,136047500
1613,서울특별시,한양대학교,교내-근로장학금,33335930
1614,경기도,한국항공대학교,교내-성적우수장학금,5775200
1615,경기도,한국항공대학교,교내-저소득장학금,441899200
1616,경기도,한국항공대학교,교외-사설 및 기타,52026100
1617,서울특별시,서울여자대학교,교내-교직원장학금,2325000
1618,서울특별시,서울여자대학교,교내-근로장학금,12400000
1619,서울특별시,서울여자대학교,교내-기타장학금,93059000
1620,서울특별시,서울여자대학교,교외-사설 및 기타,8312000
1621,경상북도,대구한의대학교,교내-근로장학금,5785500
1622,경상북도,대구한의대학교,교내-기타장학금,140397200
1623,광주광역시,조선대학교,교내-교직원장학금,41836100
1624,광주광역시,조선대학교,교내-근로장학금,6454400
1625,광주광역시,조선대학교,교내-기타장학금,576867800
1626,충청남도,중부대학교,교내-교직원장학금,47556000
1627,충청남도,중부대학교,교내-기타장학금,1454139000
1628,서울특별시,중앙대학교,교내-교직원장학금,264626000
1629,서울특별시,중앙대학교,교내-기타장학금,2238308400
1630,서울특별시,중앙대학교,교내-성적우수장학금,561645100
1631,서울특별시,중앙대학교,교내-재난장학금,61099820
1632,서울특별시,중앙대학교,교내-저소득장학금,619740800
1633,서울특별시,중앙대학교,교외-국가,481380000
1634,서울특별시,중앙대학교,교외-사설 및 기타,41046000
1635,서울특별시,중앙대학교,교외-지방자치단체,1300000
1636,충청북도,청주대학교,교내-교직원장학금,2725400
1637,충청북도,청주대학교,교내-기타장학금,325128000
1638,충청북도,청주대학교,교내-성적우수장학금,46076800
1639,충청북도,청주대학교,교외-사설 및 기타,1000000
1640,서울특별시,추계예술대학교,교내-근로장학금,46860000
1641,서울특별시,추계예술대학교,교내-기타장학금,12165000
1642,서울특별시,추계예술대학교,교내-성적우수장학금,7055000
1643,서울특별시,추계예술대학교,교내-저소득장학금,11180000
1644,충청북도,극동대학교,교내-근로장학금,250000
1645,충청북도,극동대학교,교내-기타장학금,255706900
1646,대전광역시,한국침례신학대학교,교내-교직원장학금,11202500
1647,대전광역시,한국침례신학대학교,교내-근로장학금,10534400
1648,대전광역시,한국침례신학대학교,교내-기타장학금,275759970
1649,대전광역시,한국침례신학대학교,교내-성적우수장학금,57815840
1650,대전광역시,한국침례신학대학교,교내-저소득장학금,2400000
1651,대전광역시,한국침례신학대학교,교외-사설 및 기타,441180359
1652,경기도,칼빈대학교,교내-교직원장학금,26160000
1653,경기도,칼빈대학교,교내-근로장학금,28430000
1654,경기도,칼빈대학교,교내-기타장학금,84860000
1655,경기도,칼빈대학교,교내-성적우수장학금,26940000
1656,울산광역시,울산대학교,교외-사설 및 기타,6200000
1657,전라북도,원광대학교,교내-교직원장학금,58911900
1658,전라북도,원광대학교,교내-근로장학금,7745500
1659,전라북도,원광대학교,교내-기타장학금,167368900
1660,전라북도,원광대학교,교외-국가,87868394
1661,대전광역시,을지대학교,교내-기타장학금,150390000
1662,대전광역시,을지대학교,교외-사설 및 기타,1000000
1663,서울특별시,이화여자대학교,교내-교직원장학금,19500000
1664,서울특별시,이화여자대학교,교내-근로장학금,824400
1665,서울특별시,이화여자대학교,교내-기타장학금,2404257110
1666,서울특별시,이화여자대학교,교내-성적우수장학금,676337980
1667,서울특별시,이화여자대학교,교내-저소득장학금,135875100
1668,서울특별시,이화여자대학교,교외-국가,358648900
1669,서울특별시,이화여자대학교,교외-사설 및 기타,49524536
1670,경상남도,인제대학교,교내-교직원장학금,7870000
1671,경상남도,인제대학교,교내-근로장학금,6400000
1672,경상남도,인제대학교,교내-기타장학금,489731500
1673,경상남도,인제대학교,교내-성적우수장학금,26210400
1674,경상남도,인제대학교,교외-사설 및 기타,667630000
1675,인천광역시,인하대학교,교내-교직원장학금,108523500
1676,인천광역시,인하대학교,교내-근로장학금,16556550
1677,인천광역시,인하대학교,교내-기타장학금,4048042700
1678,인천광역시,인하대학교,교내-성적우수장학금,122242500
1679,인천광역시,인하대학교,교외-사설 및 기타,3000000
1680,인천광역시,인하대학교,교외-지방자치단체,134919500
1681,강원특별자치도,한림대학교,교내-교직원장학금,23375000
1682,강원특별자치도,한림대학교,교내-기타장학금,1106115800
1683,강원특별자치도,한림대학교,교외-국가,63623000
1684,강원특별자치도,한림대학교,교외-사설 및 기타,8000000
1685,강원특별자치도,한림대학교,교외-지방자치단체,7000000
1686,경상북도,경일대학교,교내-기타장학금,60882690
1687,서울특별시,장로회신학대학교,교내-근로장학금,119199740
1688,서울특별시,장로회신학대학교,교내-기타장학금,299406000
1689,서울특별시,장로회신학대학교,교내-성적우수장학금,15280000
1690,서울특별시,장로회신학대학교,교내-저소득장학금,393072000
1691,서울특별시,장로회신학대학교,교외-사설 및 기타,1315348500
1692,광주광역시,호남신학대학교,교내-근로장학금,8770000
1693,광주광역시,호남신학대학교,교내-기타장학금,81046350
1694,광주광역시,호남신학대학교,교내-성적우수장학금,116245730
1695,광주광역시,호남신학대학교,교내-저소득장학금,6800000
1696,광주광역시,호남신학대학교,교외-사설 및 기타,57700000
1697,경기도,한국항공대학교,교내-기타장학금,603808500
